RA,Station ID,WMO ID or NWS/CMAN ID,Station Long Name,Station Description,Latitude (dec deg),Longitude (dec deg),Platform Type,"Station Deployment (mm/yyyy, yyyy, < 5 yr, > 5 yr)","Currently Operational? (Y, N, O, U)",Platform Funder/Sponsor,"RA Funding Involvement (Yf, Yp, N)",Platform Operator/Owner,Operator Sector,Platform Maintainer,Data Manager,"Variable Names + water column depth of measurement in meters [CF_name (# m, # m) or CF_name (mult) or CF_name (# depths)].",Additional notes,file,Dataset (ERDDAP) ID
GLOS,GLERLWE2,,NOAA GLERL WE2 (glerlwe2),NOAA GLERL WE2 (glerlwe2),41.82,-83.36,moored_buoy,2015-05-01 00:00:00,Y,,Yp,Great Lakes Environmental Research Laboratory,gov_federal,,,"wind_from_direction,wind_speed,wind_speed_of_gust, air_temperature, air_pressure_at_mean_sea_level, sea_water_temperature, sea_water_electrical_conductivity, sea_water_turbidity,  chlorophyll_fluorescence,   fractional_saturation_of_oxygen_in_sea_water, phycocyanin_fluorescence, battery_voltage, time, latitude, longitude, depth, mass_concentration_of_oxygen_in_sea_water",,GLOS.xlsx,obs_80
GLOS,GLERLWE4,,NOAA GLERL WE4 (glerlwe4),NOAA GLERL WE4 (glerlwe4),41.83,-83.2,moored_buoy,2015-05-01 00:00:00,Y,,Yp,Great Lakes Environmental Research Laboratory,gov_federal,,,"wind_from_direction,wind_speed,wind_speed_of_gust, air_temperature, air_pressure_at_mean_sea_level, sea_water_temperature, sea_water_electrical_conductivity, sea_water_turbidity,  chlorophyll_fluorescence, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, phycocyanin_fluorescence, battery_voltage, time, latitude, longitude, depth",,GLOS.xlsx,obs_81
GLOS,GLERLWE8,,NOAA GLERL WE8 (glerlwe8),NOAA GLERL WE8 (glerlwe8),41.82,-83.36,moored_buoy,2015-05-01 00:00:00,Y,,Yp,Great Lakes Environmental Research Laboratory,gov_federal,,,"wind_from_direction,wind_speed,wind_speed_of_gust, air_temperature, air_pressure_at_mean_sea_level, sea_water_temperature, sea_water_electrical_conductivity, sea_water_turbidity,  chlorophyll_fluorescence, mass_concentration_of_oxygen_in_sea_water,  fractional_saturation_of_oxygen_in_sea_water, phycocyanin_fluorescence, battery_voltage, time, latitude, longitude, depth",,GLOS.xlsx,obs_82
GLOS,GLRCMET,,GLRC Waterfront Meteorological Station,,47.12014,-88.55287,tower,2017-11-01 00:00:00,Y,,N,Michigan Tech University,academic,,,"wind_from_direction, wind_speed, wind_speed_gust, air_temperature, air_pressure_at_mean_sea_level, battery_voltage, dew_point_temperature, surface_downwelling_shortwave_flux_in_air, surface_downwelling_photosynthetic_photon_flux_in_air, latitude, longitude, time, depth, wind_chill_of_air_temperature, relative_humidity",,GLOS.xlsx,obs_29
GLOS,GRIM4,GRIM4,"Station GRIM4 - Granite Island, MI",Lake Superior Evaporation and Meteorological Data from Granite Island (GRIM4) ,46.721,-87.412,tower,2010-10-06 00:00:00,Y,,N,"Environment Canada, University of Colorado, LimnoTech","gov_federal, nonprofit, industry",,,"wind_from_direction,  wind_speed, wind_speed_of_gust , air_temperature, dew_point_temperature, time, Relative_humidity, latitude, longitude, air_pressure, time",,GLOS.xlsx,
GLOS,GVSU1,,Muskegon Lake Buoy,Muskegon Lake Buoy (GVSU1),43.24,-86.28,moored_buoy,2011-06-09 00:00:00,Y,,N,Grand Valley State University,academic,,,"air_pressure_at_mean_sea_level, sea_water_temperature (2m, 4m, 6m, 8m, 10m, 11m), wind_speed, wind_speed_gust, wind_from_direction, air_temperature, dew_point_temperature, relative_humidity, sea_water_specific_conductivity (2m, 5m, 8m, 11m), sea_water_ph_reported_on_total_scale (2m, 5m, 8m, 11m), sea_water_turbidity (2m), mass_concentration_of_oxygen_in_sea_water (2m, 5m, 8m, 11m), fractional_saturation_of_oxygen_in_sea_water (2m, 5m, 8m, 11m), downwelling_photosynthetic_photon_flux_in_sea_water (1m), mass_concentration_of_chlorophyll_in_sea_water (2m), chlorophyll_fluorescence (2m), phycocyanin_cell_concentration (2m), phycocyanin_fluorescence (2m), latitude, longitude, time",,GLOS.xlsx,
GLOS,HTLPBLA,,HTLP Blanchard Creek Monitoring Station,,41.05583333333333,-83.68805555555556,fixed,>5 year,Y,,N,Heidelberg University,academic,,,"mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_temperature (1m), sea_water_specific_conductivity, sea_water_turbidity,  nitrate, time, latitude, longitude",,GLOS.xlsx,
GLOS,HTLPHON,,HTLP Honey Creek,,41.0373,-83.0766,fixed,>5 year,Y,,N,Heidelberg University,academic,,,"mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_temperature (1m), sea_water_specific_conductivity, sea_water_turbidity,  sea_water_ph_reported_on_total_scale, nitrate, time, latitute, longitude",,GLOS.xlsx,
GLOS,HTLPPOR,,HTLP Portage River,,41.44944444444444,-83.36138888888888,fixed,>5 year,Y,,N,Heidelberg University,academic,,,"mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_temperature (1m), sea_water_specific_conductivity, sea_water_turbidity, sea_water_pH_reported_on_total_scale, nitrate,  fluorescent_dissolved_organic_matter, oxidation_reduction_potential, time, latitude, longitude",,GLOS.xlsx,
GLOS,HTLPROC,,HTLP Rock Creek,,41.11361111111111,-83.16833333333334,fixed,>5 year,Y,,N,Heidelberg University,academic,,,"mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_temperature (1m), sea_water_specific_conductivity, sea_water_turbidity, sea_water_pH_reported_on_total_scale, nitrate, time, latitude, longitude",,GLOS.xlsx,
GLOS,HTLPSAN,,HTLP Sandusky River,,41.3078307,-83.1588088,fixed,>5 year,Y,,N,Heidelberg University,academic,,,"mass_concentration_of_oxygen_in_sea_water, fractional_saturation__of_oxygen_in_sea_water, sea_water_temperature (1m), sea_water_specific_conductivity, sea_water_turbidity, chlorophyll_fluorescence, phycocyanin_fluorescence, nitrate, time, latitude, longitude",,GLOS.xlsx,
GLOS,HTLPSTU,,HTLP South Turkeyfoot Creek,,41.35638888888889,-84.05083333333333,fixed,>5 year,Y,,N,Heidelberg University,academic,,,"mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_temperature (1m), sea_water_specific_conductivity, sea_water_turbidity,  nitrate, time, latitude, longitude",,GLOS.xlsx,
GLOS,HTLPTIF,,HTLP Tiffin River,,41.504444444444445,-84.42972222222222,fixed,>5 year,Y,,N,Heidelberg University,academic,,,"mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_temperature, sea_water_specific_conductivity, sea_water_turbidity,  nitrate, time, latitude, longitude",,GLOS.xlsx,
GLOS,HTLPUTL,,HTLP Unnamed Tributary to Lost Creek,,41.361666666666665,-84.69111111111111,fixed,>5 year,Y,,N,Heidelberg University,academic,,,"mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_temperature, sea_water_specific_conductivity, sea_water_turbidity,  sea_water_ph_reported_on_total_scale, time, latitude, longitude",,GLOS.xlsx,
GLOS,HTLPWES,,HTLP West Creek,,41.2685,-84.0211,fixed,>5 year,Y,,N,Heidelberg University,academic,,,"mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_temperature, sea_water_specific_conductivity, sea_water_turbidity,  sea_water_ph_reported_on_total_scale, time, latitude, longitude",,GLOS.xlsx,
GLOS,HTLPWOL,,HTLP Wolf Creek,,41.60944444444445,-83.68416666666667,fixed,>5 year,Y,,N,Heidelberg University,academic,,,"mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_temperature, sea_water_specific_conductivity, sea_water_turbidity,  sea_water_ph_reported_on_total_scale, time, latitude, longitude",,GLOS.xlsx,
GLOS,JAKI2,JAKI2,63rd St Chicago Met Station,,41.781,-87.573,tower,>5 year,Y,,N,Chicago Park District,gov_municipal,,,"air_pressure, air_temperature,  relative_humidity, surface_downwelling_shortwave_flux_in_air, wind_from_direction, wind_speed_of_gust, wind_speed, latitude, longitude, time, altitude",,GLOS.xlsx,
GLOS,LCDUe,,Lake County East WTP Sonde,,41.777,-81.20512,fixed,2022-04-01 00:00:00,Y,,N,Lake County Utilities,gov_municipal,,,"sea_water_temperature, sea_water_electrical_conductivity, mass_concentration_of_oxygen_in_sea_water, sea_water_pH_reported_on_total_scale, sea_water_turbidity, chlorophyll_fluorescence, phycocyanin_fluorescence, latitude, longitude, time, mass_concentration_of_chlrophyll_in_sea_water, phycocyanin_concentration",,GLOS.xlsx,
GLOS,LCDUw,,Lake Count West WTP Sonde,,41.6936,-81.4078,fixed,2022-07-01 00:00:00,N,,N,Lake County Utilities,gov_municipal,,,"sea_water_temperature, sea_water_electrical_conductivity, mass_concentration_of_oxygen_in_sea_water, sea_water_pH_reported_on_total_scale, sea_water_turbidity, chlorophyll_fluorescence, phycocyanin_fluorescence, latitude, longitude, time",,GLOS.xlsx,
GLOS,LEASH,,Ashtabula Water Intake (leash),Ashtabula Water Intake (leash),41.67,-83.29,fixed,2015-11-19 00:00:00,Y,,N,Aqua America,industry,,,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_turbidity, sea_water_ph_reported_on_total_scale, chlorophyll_fluorescence, mass_concentration_of_oxygen_in_sea_water,fractional_saturation_of_oxygen_in_sea_water,  phycocyanin_fluorescence, time, latitude, longitude, depth",,GLOS.xlsx,obs_17
GLOS,LEAVON,,Avon Lake Pump Station (leavon),Avon Lake Pump Station (leavon),41.52,-81.01,fixed,2015-05-01 00:00:00,Y,,N,Avon Lake Regional Water,gov_municipal,,,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_ph_reported_on_total_scale, chlorophyll_fluorescence, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water,  phycocyanin_fluorescence, time, latitude, longitude, depth",,GLOS.xlsx,obs_18
GLOS,LEBIWW,,Sandusky Water Intake,Sandusky Water Intake,41.46297,-82.65015,fixed,2018-04-01 00:00:00,Y,,N,Bowling Green State University,academic,,,"sea_water_temperature,sea_water_ph_reported_on_total_scale, sea_water_turbidity, chlorophyll_fluorescence, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, phycocyanin_fluorescence, time, latitude, longitude, depth, sea_water_specific_conductivity",,GLOS.xlsx,obs_20
GLOS,LEELYRIA,,Elyria Pump Station (leelyria),Elyria Pump Station (leelyria),41.45,-82.22,fixed,2015-05-01 00:00:00,Y,,N,City of Elyria,gov_municipal,,,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_ph_reported_on_total_scale, sea_water_turbidity, chlorophyll_fluorescence,  phycocyanin_fluorescence, time, latitude, longitude, depth",,GLOS.xlsx,obs_19
GLOS,LELORAIN,,City of Lorain ,City of Lorain,41.291942,-82.143262,fixed,2018-03-05 00:00:00,Y,,N,"City of Lorain, Ohio",gov_municipal,,,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_ph_reported_on_total_scale, sea_water_turbidity, chlorophyll_fluorescence, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, phycocyanin_fluorescence, time, latitude, longitude, depth, fluorescent_dissolved_organic_matter",,GLOS.xlsx,obs_21
GLOS,LEMENTOR,,Mentor Wet Well (lementor),Mentor Wet Well (lementor),41.721,-81.363,fixed,2015-11-19 00:00:00,Y,,N,Aqua America,industry,,,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_turbidity, sea_water_ph_reported_on_total_scale, chlorophyll_fluorescence, mass_concentration_of_oxygen_in_sea_water , fractional_saturation_of_oxygen_in_sea_water,  phycocyanin_fluorescence, time, latitude, longitude, depth, fluorescent_dissolved_organic_matter",,GLOS.xlsx,obs_16
GLOS,LEMRBHD,,Marblehead Pump Station (lemrbhd),Marblehead Pump Station (lemrbhd),41.54,-82.73,fixed,2015-05-01 00:00:00,Y,,N,Village of Marblehead,gov_municipal,,,"sea_water_temperature (1m), sea_water_electrical_conductivity, sea_water_ph_reported_on_total_scale, chlorophyll_fluorescence,  phycocyanin_fluorescence, time, latitude, longitude, depth, oxidation_reduction_potential, mass_concentration_of_chlrophyll_in_sea_water",,GLOS.xlsx,obs_14
GLOS,LEOC,,Ottawa County Pump Station (leoc),Ottawa County Pump Station (leoc),41.51,-82.94,fixed,2015-05-01 00:00:00,Y,,N,Ottawa County Regional Water Treatment Plant,gov_municipal,,,"sea_water_temperature (1m), sea_water_ph_reported_on_total_scale, chlorophyll_fluorescence, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water,  phycocyanin_fluorescence, time, latitude, longitude, depth, mass_concentration_of_chlrophyll_in_sea_water, phycocyanin_concentration, sea_water_specific_conductivity",,GLOS.xlsx,obs_22
GLOS,LEORGN,,City of Oregon OH Pump Station (leorgn),City of Oregon OH Pump Station (leorgn),41.67,-83.29,fixed,2015-05-01 00:00:00,Y,,N,"City of Oregon, OH",gov_municipal,,,"sea_water_temperature (1m), sea_water_ph_reported_on_total_scale, chlorophyll_fluorescence, sea_water_turbidity, phycocyanin_fluorescence, time, latitude, longitude, depth, fluorescent_dissolved_organic_matter, oxidation_reduction_potential, sea_water_specific_conductivity",,GLOS.xlsx,obs_15
GLOS,MBB,,Mikwakwe Bay Buoy,,46.888241,-91.047997,moored_buoy,2021-07-15 00:00:00,Y,,Yf,Unviersity of Wisconsin-Milwaukee,academic,,,"chlorophyll_fluorescence, sea_water_temperature(1m,2m,3m,4m,5m,6m,7m,8m), sea_surface_temperature, battery_voltage, latitude, longitude, phycocyanin_fluorescence, time, depth",,GLOS.xlsx,
GLOS,NCWB,,North Central Winnebago Buoy,,44.07874,-88.43824,,2021-06-22 00:00:00,Y,,N,University of Wisconsin-Milwaukee,academic,,,"air_pressure_at_mean_sea_level, air_tempearture, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, chlorophyll_fluorescence, sea_water_ph_reported_on_total_scale, photosynthetically_active_radiation, sea_water_electrical_conductivity, Sea_water_temperature (0, 1, 2, 3m), wind_from_direction, wind_speed, wind_speed_of_gust, latitude, longitude, time, depth",,GLOS.xlsx,
GLOS,NEENAH,,Neenah Panther Buoy,"Neenah is a seasonally deployed moored buoy in Lake Winnebago, Wisconsin, USA. It is positioned near the drinking water intake for the Neenah Water Utility and is equipped to measure water quality including algal blooms, as well as meteorological parameters and temperature throughout the water column. The buoy was built and is operated and maintained by University of Wisconsin-Milwaukee.",44.178406,-88.43585,moored_buoy,,N,,Yf,Unviersity of Wisconsin-Milwaukee,academic,,,"photosynthetically_available_radiation, fractional_saturation_of_oxygen_in_sea_water, chlorophyll_fluorescence, phycocyanin_fluorescence, sea_water_temperature (sfc, 1m, 2m, 3m, 4m), wind_from_direction, wind_speed, air_temperature, air_pressure_at_mean_sea_level, latitude, longitude, time, depth",,GLOS.xlsx,
GLOS,NICOLET,,Nicolet Bay Panther Buoy,"NicoletBay is a seasonally deployed moored buoy in Lake Michigan near Nicolet Beach, Wisconsin, USA. It is equipped to measure water quality including algal blooms, as well as meteorological parameters and temperature throughout the water column. The buoy was built and is operated and maintained by University of Wisconsin-Milwaukee.",45.16881,-87.21914,moored_buoy,,N,,Yf,Unviersity of Wisconsin-Milwaukee,academic,,,"photosynthetically_available_radiation, chlorophyll_fluorescence, mass_concentratin_of_blue_green_algae_in_sea_water_rfu, sea_water_temperature (sfc, 1m, 2m, 3m, 4m), wind_from_direction, wind_speed, air_temperature, air_pressure_at_mean_sea_level, latitude, longitude, time, depth",,GLOS.xlsx,
GLOS,OKSI2,OKSI2,"Oak St, Chicago Met Station",,41.912,-87.624,tower,<5 year,Y,,N,Chicago Park District,gov_municipal,,,"air_pressure, air_temperature, relative_humidity, surface_downwelling_shortwave_flux_in_air, wind_from_direction, wind_speed_of_gust, wind_speed, latitude, longitude, time, altitude",,GLOS.xlsx,
GLOS,OMOECP_E1 ,,Lake Erie - Central Basin 1 - OMECP Environmental Sensors,Lake Erie - Central Basin 1 - OMOECC Environmental Sensors,42.409,-81.636,moored_buoy,2016-07-12 00:00:00,Y,,N,"Ontario Ministry of the Environment, Conservation and Parks",gov_federal,,,"eastward_sea_water_velocity, northward_sea_water_velocity, sea_water_turbidity (1m, 7m), mass_concentration_of_chlorophyll_in_sea_water (1m, 7m), phycocyanin_concentration (1m, 7m), sea_water_electrical_conductivity (1m, 7, 11m, 17.5m), sea_water_pressure_due to_sea_water, upward_sea_water_velocity, sea_water_temperature (1m, 7m, 11m, 17.5m), fractional_saturation_of_oxygen_in_sea_water (1m, 7m, 17.5m), latitude, longitude, depth, time",,GLOS.xlsx,obs_93
GLOS,OMOECP_O1,,Lake Erie - Central Basin 1 - OMOECP Environmental Sensors,Lake Erie - Central Basin 1 - OMECP Environmental Sensors,43.801,-79.012,moored_buoy,2016-07-12 00:00:00,Y,,N,"Ontario Ministry of the Environment, Conservation and Parks",gov_federal,,,"sea_water_turbidity, sea_water_temperature, sea_water_electrial_conductivity, mass_concentration_of_chlorophyll_in_sea_water, northward_sea_water_velocity, eastward_sea_water_velocity, time, latitude, depth, longitude",,GLOS.xlsx,
GLOS,OMOECP_O2,,Western Lake Ontario 2 - OMOECP Environmental Sensors,Western Lake Ontario 2 - OMOECC Environmental Sensors,43.573,-79.513,moored_buoy,2016-07-12 00:00:00,Y,,N,"Ontario Ministry of the Environment, Conservation and Parks",gov_federal,,,"sea_water_turbidity, sea_water_temperature, sea_water_electrical_conductivity, time, latitude, depth, longitude, eastward_current, northward_current",,GLOS.xlsx,
GLOS,OSUGI,,Gibraltar Island Buoy (osugi),Gibraltar Island Buoy (osugi),41.66,-82.82,moored_buoy,2015-05-01 00:00:00,Y,,N,Ohio State University Stone Laboratory,academic,,,"chlorophyll_fluorescence, Relative_Humidity, air_temperature, sea_water_temperature (sfc, 1m), wind_from_direction, sea_water_specific_conductivity, wind_speed, fractional_saturation_of_oxygen_in_sea_water, sea_water_turbidity, sea_water_ph_reported_on_total_scale, air_pressure_at_mean_sea_level, time, latitude, longitude, depth, phycocyanin_fluorescence",,GLOS.xlsx,obs_56
GLOS,OSUSS,,Sandusky Subbasin Buoy (osuss),Sandusky Subbasin Buoy (osuss),41.53277,-82.4611,moored_buoy,2018-06-07 00:00:00,Y,,N,Ohio State University Stone Laboratory,academic,,,"sea_water_temperature, sea_water_electrical_conductivity,  sea_water_turbidity, sea_water_ph_reported_on_total_scale, chlorophyll_fluorescence,  phycocyanin_fluorescence, time, latitude, longitude, depth",,GLOS.xlsx,obs_55
GLOS,PA-DEP-1538,,Presque Isle Bay Surface Data Buoy,,42.14,-80.13,moored_buoy,2016,Y,,N,Regional Science Consortium,nonprofit,,,"sea_water_temperature_Depths, sea_water_ph_reported_on_total_scale, sea_water_turbidity, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, chlorophyll_fluorescence, phycocyanin_fluorescence, time, latitude, longitude, depth, sea_water_specific_conductivity",,GLOS.xlsx,obs_85
GLOS,PSP,,Petoskey State Park Weather Station,,45.406388888888884,-84.91083333333334,tower,2022-05-01 00:00:00,Y,,N,Little Traverse Bay Bands of Odawa Indians,tribal,,,"wind_speed, wind_speed_of_gust, wind_from_direction, air_temperature, relative_humidity,  surface_downwelling_shortwave_flux_in_air; air_pressure, latitude, longitude, time, altitude",,GLOS.xlsx,
