RA,Station_ID,WMO_CMAN_ID,Station_Long_Name,Station_Description,Latitude,Longitude,Platform_Type,Station_Deployment,Currently_Operational,Platform_Funder,RA_Funded,Platform_Operator,Operator_Sector,Platform_Maintainer,Data_Manager,Variable_Names,Additional_notes,file,CARICOOS Contact (Name and Email),RA/Federal Affiliation,Dataset ID,Unnamed: 15,Unnamed: 18
MARACOOS,West Point,N/A: No WMO numbers,West Point USGS hydrologic Station,Hudson River Environmental Conditions Observing System hydrologic and weather station,41.3861,-73.955,fixed,2016,Y,USGS,N,USGS,nonprofit,Hudson River Environmental Conditions Observing System,RPS-ASA,"dissolved_oxygen_saturation, dissolved_oxygen, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_temperature, sea_water_turbidity, ",,MARACOOS.xlsx,,,,,
MARACOOS,Norrie Point,N/A: No WMO numbers,Norrie Point hydro/weather station - HRECOS,Hudson River Environmental Conditions Observing System hydrologic and weather station,41.831876,-73.941606,fixed,2008,Y,Hudson River Environmental Conditions Observing System,N,Hudson River Environmental Conditions Observing System,nonprofit,Hudson River Environmental Conditions Observing System,RPS-ASA,"air_pressure, air_temperature, dew_point_temperature, dissolved_oxygen_saturation, precipitation_amount, dissolved_oxygen, relative_humidity, mass_concentration_of_chlorophyll_a_in_sea_water, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_temperature, sea_water_turbidity, surface_upwelling_photosynthetic_photon_flux_in_air",,MARACOOS.xlsx,,,,,
MARACOOS,Mowhawk R. Rexford Bridge,N/A: No WMO numbers,Mowhawk R. Rexford Bridge hydrologic station - HRECOS,Hudson River Environmental Conditions Observing System hydrologic and weather station,42.851,-73.887,fixed,2014,Y,Hudson River Environmental Conditions Observing System,N,Hudson River Environmental Conditions Observing System,nonprofit,Hudson River Environmental Conditions Observing System,RPS-ASA,"dissolved_oxygen_saturation, dissolved_oxygen, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_temperature, sea_water_turbidity, water_level_observed",,MARACOOS.xlsx,,,,,
MARACOOS,Schodak Island Weather,N/A: No WMO numbers,Schodak Island weather station - HRECOS,Hudson River Environmental Conditions Observing System hydrologic and weather station,42.5012,-73.780381,fixed,2013,Y,Hudson River Environmental Conditions Observing System,N,Hudson River Environmental Conditions Observing System,nonprofit,Hudson River Environmental Conditions Observing System,RPS-ASA,"air_pressure, air_temperature, dew_point_temperature, relative_humidity,  wind_from_direction, wind_direction_standard_deviation, wind_gust, wind_speed, surface_upwelling_photosynthetic_photon_flux_in_air, precipitation_amount, surface_upwelling_photosynthetic_photon_flux_in_air",,MARACOOS.xlsx,,,,,
MARACOOS,Schodak Island Hydro,N/A: No WMO numbers,Schodak Island hydrologic station - HRECOS,Hudson River Environmental Conditions Observing System hydrologic and weather station,42.4996,-73.7768,fixed,2008,Y,Hudson River Environmental Conditions Observing System,N,Hudson River Environmental Conditions Observing System,nonprofit,Hudson River Environmental Conditions Observing System,RPS-ASA,"dissolved_oxygen_saturation, dissolved_oxygen, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_temperature, sea_water_turbidity, water_level_observed",,MARACOOS.xlsx,,,,,
MARACOOS,Port of Albany,N/A: No WMO numbers,Port of Albany hydro/weather station - HRECOS,Hudson River Environmental Conditions Observing System hydrologic and weather station,42.61954,-73.7589,fixed,2011,Y,Hudson River Environmental Conditions Observing System,N,Hudson River Environmental Conditions Observing System,nonprofit,Hudson River Environmental Conditions Observing System,RPS-ASA,"air_pressure, air_temperature, dew_point_temperature, dissolved_oxygen_saturation, precipitation_amount, dissolved_oxygen, relative_humidity, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_temperature, sea_water_turbidity, wind_from_direction, wind_speed, surface_upwelling_photosynthetic_photon_flux_in_air",,MARACOOS.xlsx,,,,,
MARACOOS,Piermont Pier,N/A: No WMO numbers,Piermont Pier weather/hydro Station - HRECOS,Hudson River Environmental Conditions Observing System hydrologic and weather station,41.043,-73.896,fixed,2008,Y,Hudson River Environmental Conditions Observing System,N,Hudson River Environmental Conditions Observing System,nonprofit,Hudson River Environmental Conditions Observing System,RPS-ASA,"air_pressure, air_temperature, dew_point_temperature, dissolved_oxygen_saturation, precipitation_amount, dissolved_oxygen, relative_humidity, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_temperature, sea_water_turbidity, wind_from_direction, wind_speed",,MARACOOS.xlsx,,,,,
MARACOOS,Pump Station,N/A: No WMO numbers,Pump Station (Marist/County/USGS) - HRECOS,Hudson River Environmental Conditions Observing System hydrologic and weather station,41.7206,-73.9388,fixed,2012,Y,Hudson River Environmental Conditions Observing System,N,Hudson River Environmental Conditions Observing System,nonprofit,Hudson River Environmental Conditions Observing System,RPS-ASA,"dissolved_oxygen_saturation, dissolved_oxygen, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_temperature, sea_water_turbidity, water_level_observed",,MARACOOS.xlsx,,,,,
MARACOOS,Masonville_Cove_Pier,N/A: No WMO numbers,Masonville_Cove_Pier - Maryland DNR Station,Maryland Department of Natural Resources water quality station,39.2447,-76.5972,fixed,2013,Y,Maryland DNR,N,Maryland DNR,gov_state,Maryland DNR,RPS-ASA,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",,MARACOOS.xlsx,,,,,
MARACOOS,ASOW-6,N/A: No WMO numbers,Atlantic Shores Offshore Wind Lidar Buoy,Atlantic Shores Offshore Wind lidar buoy and instrumented mooring,39.2717,-73.8892,buoy and mooring,2020-07-01 00:00:00,N,BOEM,N,Atlantic Shores Offshore Wind  ,Private,Atlantic Shores Offshore Wind  ,RPS-ASA,"air_pressure, air_temperature, relative_humidity, wind_from_direction, wind_speed, wind_speed_of_gust, sea_water_practical_salinity, sea_water_temperature (1m, 2m, 32m), sea_water velocity_to_direction (3D),  sea_water_speed (3D), sea_surface_wave_from_direction, sea_surface_wave_mean_period, sea_surface_wave_significant_height, sea_water_pressure",,MARACOOS.xlsx,,,,,
MARACOOS,ASOW-4,N/A: No WMO numbers,Atlantic Shores Offshore Wind Lidar Buoy,Atlantic Shores Offshore Wind lidar buoy and instrumented mooring,39.2025,-74.08194,buoy and mooring,2021-05-14 00:00:00,Y,BOEM,N,Atlantic Shores Offshore Wind  ,Private,Atlantic Shores Offshore Wind  ,RPS-ASA,altitude,,MARACOOS.xlsx,,,,,
MARACOOS,WeatherFlow Station Chesapeake Light Tower,N/A: No WMO numbers,"Weatherflow, station_150651",WeatherFlow Meteorological Station,36.90463,-75.71265,fixed,,N,WatherFlow Inc.,N,WatherFlow Inc.,Private,WatherFlow Inc.,RPS-ASA," wind_from_direction, wind_speed, wind_speed_of_gust",,MARACOOS.xlsx,,,,,
MARACOOS,WeatherFlow Station Middle Ground Lighthouse,N/A: No WMO numbers,"Weatherflow, station_160416",WeatherFlow Meteorological Station,36.94523,-76.39145,fixed,,Y,WatherFlow Inc.,N,WatherFlow Inc.,Private,WatherFlow Inc.,RPS-ASA," wind_from_direction, wind_speed, wind_speed_of_gust",,MARACOOS.xlsx,,,,,
MARACOOS,WeatherFlow Station Tangier Sound Light,N/A: No WMO numbers,"Weatherflow, station_161219",WeatherFlow Meteorological Station,37.78799,-75.9735,fixed,,Y,WatherFlow Inc.,N,WatherFlow Inc.,Private,WatherFlow Inc.,RPS-ASA," wind_from_direction, wind_speed, wind_speed_of_gust",,MARACOOS.xlsx,,,,,
MARACOOS,WeatherFlow Station Lynnhaven Inlet Light,N/A: No WMO numbers,"Weatherflow, station_181396",WeatherFlow Meteorological Station,36.9178,-76.09045,fixed,,Y,WatherFlow Inc.,N,WatherFlow Inc.,Private,WatherFlow Inc.,RPS-ASA," wind_from_direction, wind_speed, wind_speed_of_gust",,MARACOOS.xlsx,,,,,
MARACOOS,WeatherFlow Station Ocean City,N/A: No WMO numbers,"Weatherflow, station_340",WeatherFlow Meteorological Station,38.32699,-75.08321,fixed,,Y,WatherFlow Inc.,N,WatherFlow Inc.,Private,WatherFlow Inc.,RPS-ASA," wind_from_direction, wind_speed, wind_speed_of_gust",,MARACOOS.xlsx,,,,,
MARACOOS,WeatherFlow Station Cape Henry,N/A: No WMO numbers,"Weatherflow, station_397",WeatherFlow Meteorological Station,36.92706,-76.00665,fixed,,Y,WatherFlow Inc.,N,WatherFlow Inc.,Private,WatherFlow Inc.,RPS-ASA," wind_from_direction, wind_speed, wind_speed_of_gust",,MARACOOS.xlsx,,,,,
MARACOOS,WatherFlow Station Wachapreague,N/A: No WMO numbers,"Weatherflow, station_48410",WeatherFlow Meteorological Station,37.60166,-75.68974,fixed,,N,WatherFlow Inc.,N,WatherFlow Inc.,Private,WatherFlow Inc.,RPS-ASA," wind_from_direction, wind_speed, wind_speed_of_gust",,MARACOOS.xlsx,,,,,
MARACOOS,WeatherFlow Station Creeds,N/A: No WMO numbers,"Weatherflow, station_48593",WeatherFlow Meteorological Station,36.58971,-76.02099,fixed,,Y,WatherFlow Inc.,N,WatherFlow Inc.,Private,WatherFlow Inc.,RPS-ASA," wind_from_direction, wind_speed, wind_speed_of_gust",,MARACOOS.xlsx,,,,,
MARACOOS,WeatherFLow Station 3rd Island,N/A: No WMO numbers,"Weatherflow, station_693",WeatherFlow Meteorological Station,37.03652,-76.07666,fixed,,Y,WatherFlow Inc.,N,WatherFlow Inc.,Private,WatherFlow Inc.,RPS-ASA," wind_from_direction, wind_speed, wind_speed_of_gust",,MARACOOS.xlsx,,,,,
MARACOOS,WeatherFlow Station Rudee Inlet,N/A: No WMO numbers,"Weatherflow, station_85054",WeatherFlow Meteorological Station,36.83037,-75.96657,fixed,,Y,WatherFlow Inc.,N,WatherFlow Inc.,Private,WatherFlow Inc.,RPS-ASA," wind_from_direction, wind_speed, wind_speed_of_gust",,MARACOOS.xlsx,,,,,
MARACOOS,Iron_Pot_Landing,N/A: No WMO numbers,Iron_Pot_Landing - Maryland DNR Station,Maryland Department of Natural Resources water quality station,38.796,-76.7208,fixed,2003,Y,Maryland DNR,N,Maryland DNR,gov_state,Maryland DNR,RPS-ASA,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",,MARACOOS.xlsx,,,,,goes only to 2019
MARACOOS,Mataponi,N/A: No WMO numbers,Mataponi - Maryland DNR Station,Maryland Department of Natural Resources water quality station,38.7433,-76.7074,fixed,2003,Y,Maryland DNR,N,Maryland DNR,gov_state,Maryland DNR,RPS-ASA,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",,MARACOOS.xlsx,,,,,goes only to 2019
MARACOOS,Pleasure_Island,N/A: No WMO numbers,Pleasure_Island - Maryland DNR Station,Maryland Department of Natural Resources water quality station,39.2282,-76.4006,fixed,2015,Y,Maryland DNR,N,Maryland DNR,gov_state,Maryland DNR,RPS-ASA,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",,MARACOOS.xlsx,,,,,goes only to 2017
MARACOOS,Tinghman_Island,N/A: No WMO numbers,Tinghman_Island - Maryland DNR Station,Maryland Department of Natural Resources water quality station,38.7037,-76.3453,fixed,2017,Y,Maryland DNR,N,Maryland DNR,gov_state,Maryland DNR,RPS-ASA,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",,MARACOOS.xlsx,,,,,can't find this station
MARACOOS,Taylors_Island,N/A: No WMO numbers,Taylors Island - Maryland DNR Station,Maryland Department of Natural Resources water quality station,38.4418,-76.3029,fixed,2017,Y,Maryland DNR,N,Maryland DNR,gov_state,Maryland DNR,RPS-ASA,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",,MARACOOS.xlsx,,,,,goes only to 2017
MARACOOS,Camp_Tockwogh,N/A: No WMO numbers,Camp_Tockwogh - Maryland DNR Station,Maryland Department of Natural Resources water quality station,39.3539,-76.1296,fixed,2015,Y,Maryland DNR,N,Maryland DNR,gov_state,Maryland DNR,RPS-ASA,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",,MARACOOS.xlsx,,,,,goes only to 2017
MARACOOS,Budds_Landing,N/A: No WMO numbers,Budds_Landing - Maryland DNR Station,Maryland Department of Natural Resources water quality station,39.3723,-75.8399,fixed,2007,Y,Maryland DNR,N,Maryland DNR,gov_state,Maryland DNR,RPS-ASA,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",,MARACOOS.xlsx,,,,,goes only to 2018
MARACOOS,Public_Landing,N/A: No WMO numbers,Public Landing - Maryland DNR Station,Maryland Department of Natural Resources water quality station,38.1483,-75.2862,fixed,2005,Y,Maryland DNR,N,Maryland DNR,gov_state,Maryland DNR,RPS-ASA,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",,MARACOOS.xlsx,,,,,goes only to 2019
MARACOOS,Newport_Creek,N/A: No WMO numbers,Newport Creek- Maryland DNR Station,Maryland Department of Natural Resources water quality station,38.2674,-75.1981,fixed,2006,Y,Maryland DNR,N,Maryland DNR,gov_state,Maryland DNR,RPS-ASA,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",,MARACOOS.xlsx,,,,,Goes only to 2019
MARACOOS,Bishopville_Prong,N/A: No WMO numbers,Bishopville Prong - Maryland DNR Station,Maryland Department of Natural Resources water quality station,38.424,-75.1886,fixed,2003,Y,Maryland DNR,N,Maryland DNR,gov_state,Maryland DNR,RPS-ASA,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",,MARACOOS.xlsx,,,,,Goes only to 2019
MARACOOS,Greys_Creek,N/A: No WMO numbers,Greys Creek - Maryland DNR Station,Maryland Department of Natural Resources water quality station,38.449,-75.1325,fixed,2008,Y,Maryland DNR,N,Maryland DNR,gov_state,Maryland DNR,RPS-ASA,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",,MARACOOS.xlsx,,,,,Goes only to 2019
NANOOS,APL-UW ESP,,APL-UW ESP Mooring,,47.9717,-124.9533,moored buoy,08/2011,Y,,Yp,Applied Physics Laboratory-University of Washington (APL-UW),Academic,APL-UW,APL-UW,N/A (see notes),No WMO ID because this asset does not serve data that the national archive systems host. Measured variable does not have a CF name: domoic acid concentration (0m) (ng/L),NANOOS.xlsx,,,,,
NANOOS,APL-UW NEMO Profiler,,APL-UW NEMO-ESP Profiler,,47.9667,-124.9549,profiling buoy,08/2011,Y,,Yf,APL-UW,Academic,APL-UW,APL-UW,"sea_water_electrical_conductivity (profiling), mass_concentration_of_oxygen_in_sea_water (profiling), sea_water_pressure (profiling), sea_water_practical_salinity (profiling), sea_water_temperature (profiling)",No WMO ID established yet; profiling from~20m to ~90m depth,NANOOS.xlsx,,,,,
