RA,Station_ID,WMO_CMAN_ID,Station_Long_Name,Station_Description,Latitude,Longitude,Platform_Type,Station_Deployment,Currently_Operational,Platform_Funder,RA_Funded,Platform_Operator,Operator_Sector,Platform_Maintainer,Data_Manager,Variable_Names,Additional_notes,file,Dataset (ERDDAP) ID
GLOS,LCDUe,,Lake County East WTP Sonde,,41.777,-81.20512,fixed,2022-04-01 00:00:00,Y,,N,Lake County Utilities,gov_municipal,,,"sea_water_temperature, sea_water_electrical_conductivity, mass_concentration_of_oxygen_in_sea_water, sea_water_pH_reported_on_total_scale, sea_water_turbidity, chlorophyll_fluorescence, phycocyanin_fluorescence, latitude, longitude, time, mass_concentration_of_chlrophyll_in_sea_water, phycocyanin_concentration",,GLOS.xlsx,
GLOS,LCDUw,,Lake Count West WTP Sonde,,41.6936,-81.4078,fixed,2022-07-01 00:00:00,Y,,N,Lake County Utilities,gov_municipal,,,"sea_water_temperature, sea_water_electrical_conductivity, mass_concentration_of_oxygen_in_sea_water, sea_water_pH_reported_on_total_scale, sea_water_turbidity, chlorophyll_fluorescence, phycocyanin_fluorescence, latitude, longitude, time",,GLOS.xlsx,
GLOS,LEASH,,Ashtabula Water Intake (leash),Ashtabula Water Intake (leash),41.67,-83.29,fixed,2015-11-19 00:00:00,Y,,N,Aqua America,industry,,,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_turbidity, sea_water_ph_reported_on_total_scale, chlorophyll_fluorescence, mass_concentration_of_oxygen_in_sea_water,fractional_saturation_of_oxygen_in_sea_water,  phycocyanin_fluorescence, time, latitude, longitude, depth",,GLOS.xlsx,obs_17
GLOS,LEAVON,,Avon Lake Pump Station (leavon),Avon Lake Pump Station (leavon),41.52,-81.01,fixed,2015-05-01 00:00:00,Y,,N,Avon Lake Regional Water,gov_municipal,,,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_ph_reported_on_total_scale, chlorophyll_fluorescence, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water,  phycocyanin_fluorescence, time, latitude, longitude, depth",,GLOS.xlsx,obs_18
GLOS,LEBIWW,,Sandusky Water Intake,Sandusky Water Intake,41.46297,-82.65015,fixed,2018-04-01 00:00:00,Y,,N,Bowling Green State University,academic,,,"sea_water_temperature,sea_water_ph_reported_on_total_scale, sea_water_turbidity, chlorophyll_fluorescence, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, phycocyanin_fluorescence, time, latitude, longitude, depth, sea_water_electrical_conductivity_at_reference_temperature (ref_temp = 25 degrees C)",,GLOS.xlsx,obs_20
GLOS,LEELYRIA,,Elyria Pump Station (leelyria),Elyria Pump Station (leelyria),41.45,-82.22,fixed,2015-05-01 00:00:00,Y,,N,City of Elyria,gov_municipal,,,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_ph_reported_on_total_scale, sea_water_turbidity, chlorophyll_fluorescence,  phycocyanin_fluorescence, time, latitude, longitude, depth",,GLOS.xlsx,obs_19
GLOS,LELORAIN,,City of Lorain ,City of Lorain,41.291942,-82.143262,fixed,2018-03-05 00:00:00,Y,,N,"City of Lorain, Ohio",gov_municipal,,,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_ph_reported_on_total_scale, sea_water_turbidity, chlorophyll_fluorescence, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, phycocyanin_fluorescence, time, latitude, longitude, depth, fluorescent_dissolved_organic_matter",,GLOS.xlsx,obs_21
GLOS,LEMENTOR,,Mentor Wet Well (lementor),Mentor Wet Well (lementor),41.721,-81.363,fixed,2015-11-19 00:00:00,Y,,N,Aqua America,industry,,,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_turbidity, sea_water_ph_reported_on_total_scale, chlorophyll_fluorescence, mass_concentration_of_oxygen_in_sea_water , fractional_saturation_of_oxygen_in_sea_water,  phycocyanin_fluorescence, time, latitude, longitude, depth, fluorescent_dissolved_organic_matter",,GLOS.xlsx,obs_16
GLOS,LEMRBHD,,Marblehead Pump Station (lemrbhd),Marblehead Pump Station (lemrbhd),41.54,-82.73,fixed,2015-05-01 00:00:00,Y,,N,Village of Marblehead,gov_municipal,,,"sea_water_temperature (1m), sea_water_electrical_conductivity, sea_water_ph_reported_on_total_scale, chlorophyll_fluorescence,  phycocyanin_fluorescence, time, latitude, longitude, depth, oxidation_reduction_potential, mass_concentration_of_chlrophyll_in_sea_water",,GLOS.xlsx,obs_14
GLOS,LEOC,,Ottawa County Pump Station (leoc),Ottawa County Pump Station (leoc),41.51,-82.94,fixed,2015-05-01 00:00:00,Y,,N,Ottawa County Regional Water Treatment Plant,gov_municipal,,,"sea_water_temperature (1m), sea_water_ph_reported_on_total_scale, chlorophyll_fluorescence, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water,  phycocyanin_fluorescence, time, latitude, longitude, depth, mass_concentration_of_chlrophyll_in_sea_water, phycocyanin_concentration, sea_water_electrical_conductivity_at_reference_temperature (ref_temp = 25 degrees C)",,GLOS.xlsx,obs_22
GLOS,LEORGN,,City of Oregon OH Pump Station (leorgn),City of Oregon OH Pump Station (leorgn),41.67,-83.29,fixed,2015-05-01 00:00:00,Y,,N,"City of Oregon, OH",gov_municipal,,,"sea_water_temperature (1m), sea_water_ph_reported_on_total_scale, chlorophyll_fluorescence, sea_water_turbidity, phycocyanin_fluorescence, time, latitude, longitude, depth, fluorescent_dissolved_organic_matter, oxidation_reduction_potential, sea_water_electrical_conductivity_at_reference_temperature (ref_temp = 25 degrees C)",,GLOS.xlsx,obs_15
GLOS,LSCDB,,Lake St. Clair Deep Water Buoy,,42.4322183,-82.7699716,moored_buoy,2023-05-01 00:00:00,Y,,Yp,United States Army Corps of Engineers,gov_federal,,,"air_temperature, air_pressure_at_mean_sea_level, sea_surface_temperature, sea_water_temperature (0.5, 1.5, 2.5, 3.5, 4.5m), lwe_precipitation_rate, lwe_thickness_of_precipitation_amount, surface_upwelling_longwave_flux_in_air, surface_downwelling_longwave_flux_in_air, surface_upwelling_shortwave_flux_in_air, surface_downwelling_shortwave_flux_in_air, net_downward_longwave_flux_in_air, net_downward_shortwave_flux_in_air, surface_net_downward_radiative_flux, surface_albedo, wind_speed, dew_point_temperature, wind_speed_of_gust, wind_from_direction, relative_humidity, sea_surface_wave_significant_height, sea_surface_wave_mean_period, sea_surface_wave_from_direction, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_from_direction_at_variance_spectral_density_maximum, latitude, longitude, time, depth",,GLOS.xlsx,
GLOS,MBB,,Mikwakwe Bay Buoy,,46.888241,-91.047997,moored_buoy,2021-07-15 00:00:00,Y,,Yf,Unviersity of Wisconsin-Milwaukee,academic,,,"chlorophyll_fluorescence, sea_water_temperature(1m,2m,3m,4m,5m,6m,7m,8m), sea_surface_temperature, battery_voltage, latitude, longitude, phycocyanin_fluorescence, time, depth, air_temperature, sea_water_turbidity, wind_speed",,GLOS.xlsx,
GLOS,miniMLO,,mini Muskegon Lake Observatory,,43.2346,-86.26067,fixed,2023-05-01 00:00:00,Y,,N,Grand Valley State University,academic,,,"sea_water_temperature (2m), sea_water_electrical_conductivity_at_reference_temperature (ref_temp = 25 degrees C) (2m), sea_water_ph_reported_on_total_scale (2m), sea_water_turbidity (2m), mass_concentration_of_oxygen_in_sea_water (2m), fractional_saturation_of_oxygen_in_sea_water (2m), mass_concentration_of_chlorophyll_in_sea_water (2m), chlorophyll_fluorescence (2m), phycocyanin_cell_concentration (2m), phycocyanin_fluorescence (2m)",,GLOS.xlsx,
GLOS,NCWB,,North Central Winnebago Buoy,,44.07874,-88.43824,,2021-06-22 00:00:00,Y,,N,University of Wisconsin-Milwaukee,academic,,,"air_pressure_at_mean_sea_level, air_tempearture, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, chlorophyll_fluorescence, sea_water_ph_reported_on_total_scale, photosynthetically_active_radiation, sea_water_electrical_conductivity, Sea_water_temperature (0, 1, 2, 3m), wind_from_direction, wind_speed, wind_speed_of_gust, latitude, longitude, time, depth",,GLOS.xlsx,
GLOS,NEENAH,,Neenah Panther Buoy,"Neenah is a seasonally deployed moored buoy in Lake Winnebago, Wisconsin, USA. It is positioned near the drinking water intake for the Neenah Water Utility and is equipped to measure water quality including algal blooms, as well as meteorological parameters and temperature throughout the water column. The buoy was built and is operated and maintained by University of Wisconsin-Milwaukee.",44.178406,-88.43585,moored_buoy,2022,N Y,,Yf,Unviersity of Wisconsin-Milwaukee,academic,,,"surface_downwelling_photosynthetic_photon_flux_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, chlorophyll_fluorescence, phycocyanin_fluorescence, sea_water_temperature (sfc, 1m, 2m, 3m, 4m), wind_from_direction, wind_speed, air_temperature, air_pressure_at_mean_sea_level, latitude, longitude, time, depth",,GLOS.xlsx,
GLOS,NICOLET,,Nicolet Bay Panther Buoy,"NicoletBay is a seasonally deployed moored buoy in Lake Michigan near Nicolet Beach, Wisconsin, USA. It is equipped to measure water quality including algal blooms, as well as meteorological parameters and temperature throughout the water column. The buoy was built and is operated and maintained by University of Wisconsin-Milwaukee.",45.16881,-87.21914,moored_buoy,2022,N Y,,Yp,Unviersity of Wisconsin-Milwaukee,academic,,,"photosynthetically_available_radiation, chlorophyll_fluorescence, mass_concentratin_of_blue_green_algae_in_sea_water_rfu, sea_water_temperature (sfc, 1m, 2m, 3m, 4m), wind_from_direction, wind_speed, air_temperature, air_pressure_at_mean_sea_level, latitude, longitude, time, depth",,GLOS.xlsx,
GLOS,OKSI2,OKSI2,"Oak St, Chicago Met Station",,41.912,-87.624,tower,<5 year,Y,,N,Chicago Park District,gov_municipal,,,"air_pressure, air_temperature, relative_humidity, surface_downwelling_shortwave_flux_in_air, wind_from_direction, wind_speed_of_gust, wind_speed, latitude, longitude, time, altitude",,GLOS.xlsx,
GLOS,OMECP_E1 ,,Lake Erie - Central Basin 1 - OMECP Environmental Sensors,Lake Erie - Central Basin 1 - OMECP Environmental Sensors,42.409,-81.636,moored_buoy,2016-07-12 00:00:00,Y,,N,"Ontario Ministry of the Environment, Conservation and Parks",gov_federal,,,"eastward_sea_water_velocity + northward_sea_water_velocity + upward_sea_water_velocity (sfc, 0.01, 0.1, 1, 2, 3 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17m), sea_water_turbidity (sfc, 7m), mass_concentration_of_chlorophyll_in_sea_water (sfc, 7m), phycocyanin_concentration (sfc, 7m), sea_water_electrical_conductivity (sfc, 7, 13m, 17.5m), sea_water_pressure_due to_sea_water (sfc, 7, 17.5m), upward_sea_water_velocity, sea_water_temperature (sfcm, 7m, 13m, 17.5m), fractional_saturation_of_oxygen_in_sea_water (sfc, 7m, 17.5m), latitude, longitude, depth, time",,GLOS.xlsx,obs_93
GLOS,OMECP_O1,,Lake Erie - Central Basin 1 - OMOECP Environmental Sensors,Lake Erie - Central Basin 1 - OMECP Environmental Sensors,43.801,-79.012,moored_buoy,2016-07-12 00:00:00,Y,,N,"Ontario Ministry of the Environment, Conservation and Parks",gov_federal,,,"sea_water_turbidity, sea_water_temperature, sea_water_electrial_conductivity, mass_concentration_of_chlorophyll_in_sea_water, northward_sea_water_velocity, eastward_sea_water_velocity, time, latitude, depth, longitude",,GLOS.xlsx,
GLOS,OMECP_O2,,Western Lake Ontario 2 - OMOECP Environmental Sensors,Western Lake Ontario 2 - OMOECC Environmental Sensors,43.57277777777778,-79.513,moored_buoy,2016-07-12 00:00:00,Y,,N,"Ontario Ministry of the Environment, Conservation and Parks",gov_federal,,,"sea_water_turbidity (1, 9.5m), sea_water_temperature (1, 9.5, 14.5, 19.5m), sea_water_electrical_conductivity (1, 9.5, 14.5, 19.5), time, latitude, depth, longitude, eastward_sea_water_velocity + northward_sea_water_velocity + upward_sea_water_velocity (0.01, 0.4, 1, 1.4, 2.4, 3.4, 4.4, 5.4, 6.4, 7.4, 8.4, 9.4, 10.4, 11.4, 12.4, 13.4, 14.4, 15.4, 16.4 m), mass_concentration_of_chlorophyll_in_sea_water (1, 9.5m), phycocyanin_concentration (1, 9.5m), sea_water_pressure (9.5m)",,GLOS.xlsx,
GLOS,OSUGI,,Gibraltar Island Buoy (osugi),Gibraltar Island Buoy (osugi),41.66,-82.82,moored_buoy,2015-05-01 00:00:00,Y,,N,Ohio State University Stone Laboratory,academic,,,"chlorophyll_fluorescence, Relative_Humidity, air_temperature, sea_water_temperature (sfc, 1m), wind_from_direction, sea_water_electrical_conductivity_at_reference_temperature (ref_temp = 25 degrees C), wind_speed, fractional_saturation_of_oxygen_in_sea_water, sea_water_turbidity, sea_water_ph_reported_on_total_scale, air_pressure_at_mean_sea_level, time, latitude, longitude, depth, phycocyanin_fluorescence",,GLOS.xlsx,obs_56
GLOS,OSUSS,,Sandusky Subbasin Buoy (osuss),Sandusky Subbasin Buoy (osuss),41.53277,-82.4611,moored_buoy,2018-06-07 00:00:00,Y,,N,Ohio State University Stone Laboratory,academic,,,"sea_water_temperature, sea_water_electrical_conductivity,  sea_water_turbidity, sea_water_ph_reported_on_total_scale, chlorophyll_fluorescence,  phycocyanin_fluorescence, time, latitude, longitude, depth",,GLOS.xlsx,obs_55
GLOS,PA-DEP-1538,,Presque Isle Bay Surface Data Buoy,,42.14,-80.13,moored_buoy,2016,Y,,N,Regional Science Consortium,nonprofit,,,"sea_water_temperature_Depths, sea_water_ph_reported_on_total_scale, sea_water_turbidity, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, chlorophyll_fluorescence, phycocyanin_fluorescence, time, latitude, longitude, depth, sea_water_electrical_conductivity_at_reference_temperature (ref_temp = 25 degrees C)",,GLOS.xlsx,obs_85
GLOS,PSP,,Petoskey State Park Weather Station,,45.406388888888884,-84.91083333333334,tower,2022-05-01 00:00:00,Y,,N,Little Traverse Bay Bands of Odawa Indians,tribal,,,"wind_speed, wind_speed_of_gust, wind_from_direction, air_temperature, relative_humidity,  surface_downwelling_shortwave_flux_in_air; air_pressure, latitude, longitude, time, altitude",,GLOS.xlsx,
GLOS,SBEDISON,,Sandusky Bay Bridge,Sandusky Bay Bridge,41.288628,-82.500714,fixed,2020-05-31 00:00:00,Y,,N,Bowling Green State University,academic,,,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_turbidity, sea_water_ph_reported_on_total_scale, chlorophyll_fluorescence, mass_concentration_of_oxygen_in_sea_water , fractional_saturation_of_oxygen_in_sea_water,  phycocyanin_fluorescence, battery_voltage,  time, latitude, longitude, depth,eastward_sea_water_velocity + northward_sea_water_velocity (3m)",,GLOS.xlsx,obs_83
GLOS,SBIPIB,,Lake Erie Early Warning Network - Put in Bay ,Put in Bay,41.645815,-82.812822,moored_buoy,2019-07-01 00:00:00,Y,,N,Village of Put in Bay,gov_municipal,,,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_turbidity, sea_water_ph_reported_on_total_scale, chlorophyll_fluorescence, mass_concentration_of_oxygen_in_sea_water , fractional_saturation_of_oxygen_in_sea_water,  phycocyanin_fluorescence, battery_voltage,  time, latitude, longitude, depth",,GLOS.xlsx,obs_84
GLOS,STURGEON,,Sturgeon Bay buoy,"SturgeonBay is a seasonally deployed moored buoy in Sturgeon Bay, Lake Michigan. It is equipped to measure water quality, as well as meteorological parameters, wave height and direction and temperature throughout the water column. The buoy was built and is operated and maintained by University of Wisconsin-Milwaukee.",44.881667,-87.409986,moored_buoy,2022-05-01 00:00:00,Y,,Yp,Unviersity of Wisconsin-Milwaukee,academic,,,"downwelling_photosynthetic_photon_flux_in_sea_water; mass_concentration_of_oxygen_in_sea_water,fractional_saturation_of_oxygen_in_sea_water, chlorophyll_fluorescence, phycocyanin_fluorescence, sea_water_temperature (0.1m, 1m, 2m, 3m, 4m, 5m, 6m, 7m, 8,m, 9m), sea_surface_wave_from_direction, sea_surface_wave_significant_height, wind_from_direction, wind_speed, air_temperature, air_pressure_at_mean_sea_level, latitude, longitude, time, depth",,GLOS.xlsx,
GLOS,TOLCRIB,,City of Toledo Water Intake Crib (tolcrib),City of Toledo Water Intake Crib (tolcrib),41.68,-83.31,moored_buoy,2015-05-01 00:00:00,Y,,N,City of Toledo,gov_municipal,,,"wind_from_direction, wind_speed, wind_speed_of_gust, air_pressure_at_mean_sea_level,  sea_water_temperature, sea_water_electrial_conductivity, sea_water_electrical_conductivity_at_reference_temperature (ref_temp = 25 degrees C), sea_water_ph_reported_on_total_scale, chlorophyll_fluorescence, sea_water_turbidity, phycocyanin_fluorescence, time, latitude, longitude, depth,  air_temperature, dew_point_temperature, relative_humidity, battery_voltage, oxidation_reduction_potential, surface_downwelling_shortwave_flux_in_air",,GLOS.xlsx,obs_24
GLOS,TOLLSPS,,Toledo Low Service Pump Station (tollsps),Toledo Low Service Pump Station (tollsps),41.68,-83.31,fixed,2015-05-01 00:00:00,Y,,N,City of Toledo,gov_municipal,,,"sea_water_temperature, sea_water_electrical_conductivity_at_reference_temperature (ref_temp = 25 degrees C), chlorophyll_fluorescence, sea_water_ph_reported_on_total_scale, sea_water_turbidity, phycocyanin_fluorescence, time, latitude, longitude, depth, oxidation_reduction_potential",,GLOS.xlsx,obs_23
GLOS,TREC_T,,TREC Weather Station,,42.109824,-80.154185,tower,2018,Y,,N,Regional Science Consortium,nonprofit,,,"surface_downwelling_shortwave_flux_in_air, wind_from_direction, wind_speed, air_temperature, relative_humidity, air_pressure, time, latitude, longitude, altitude",,GLOS.xlsx,obs_5
GLOS,TWCO1,TWCO1,Toledo Crib Meteorological Station,,41.699,-83.259,tower,>5 year,Y,,N,City of Toledo,gov_municipal,,,"wind_from_direction, wind_speed, wind_speed_of_gust, sea_surface_temperature, latitude, longitude, time",,GLOS.xlsx,
GLOS,UMBIO,,UM Bio Station Buoy (UMBIO),UM Bio Station Buoy (UMBIO),45.57,-84.67,moored_buoy,2010-08-18 00:00:00,Y,,N,University of Michigan CIGLR,academic,,,"wind_from_direction,  wind_speed, wind_speed_of_gust , air_temperature, air_pressure, sea_water_temperature (sfc, 5.5m, 7.5m, 9.5m, 11.5m, 13.5m, 17.6m, 20m),dew_point_temperature,surface_downwelling_shortwave_flux_in_air, sea_water_electrical_conductivity, Relative humidity, sea_water_turbidity,  sea_water_ph_reported_on_total_scale, chlorophyll_fluorescence, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, phycocyanin_fluorescence, battery_voltage ,time, latitude, longitude, depth",,GLOS.xlsx,obs_63
GLOS,UTLCP,,Little Cedar Point Buoy (utlcp),Little Cedar Point Buoy (utlcp),41.72,-83.37,moored_buoy,2015-05-01 00:00:00,Y,,N,University of Toledo,academic,,,"wind_from_direction, wind_speed,  air_temperature, air_pressure, sea_water_temperature, sea_water_electrical_conductivity, chlorophyll_fluorescence, sea_water_turbidity, sea_water_ph_reported_on_total_scale,  mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, phycocyanin_fluorescence, battery_voltage, time, latitude, longitude, depth",,GLOS.xlsx,obs_54
GLOS,UWRAEON1-22,,UWRAEON1-22 Lake Huron Monitoring Buoy,,44.174933333333335,-81.65316666666666,moored_buoy,2022,Y,,N,University of Windsor RAEON,academic,,,"air_temperature,  air_pressure_at_mean_sea_level, wind_from_direction, wind_speed, wind_speed_of_gust, sea_surface_wave_significant_height, sea_surface_wave_mean_period, sea_surface_wave_from_direction, eastward_sea_water_velocity +northward_sea_water_velocity (1m, 2m, 3m, 4m, 5m, 6m, 7m, 8m), sea_water_temperature (1m, 2m, 3m, 4m, 5m, 6m, 7m, 8m, 9m), longitude, latitude, depth, time",,GLOS.xlsx,
