RA,Station_ID,WMO_CMAN_ID,Station_Long_Name,Station_Description,Latitude,Longitude,Platform_Type,Station_Deployment,Currently_Operational,Platform_Funder,RA_Funded,Platform_Operator,Operator_Sector,Platform_Maintainer,Data_Manager,Variable_Names,Additional_notes,file,Time Period,"CARICOOS Contact
(Name and Email)",Dataset (ERDDAP) ID
GLOS,GLRCMET,,GLRC Waterfront Meteorological Station,,47.12014,-88.55287,tower,2017-11-01 00:00:00,Y,,N,Michigan Tech University,academic,,,"wind_from_direction, wind_speed, wind_speed_gust, air_temperature, air_pressure_at_mean_sea_level, battery_voltage, dew_point_temperature, surface_downwelling_shortwave_flux_in_air, surface_downwelling_photosynthetic_photon_flux_in_air, latitude, longitude, time, depth, wind_chill_of_air_temperature, relative_humidity",,GLOS.xlsx,,,obs_29
GLOS,GRIM4,GRIM4,"Station GRIM4 - Granite Island, MI",Lake Superior Evaporation and Meteorological Data from Granite Island (GRIM4) ,46.721,-87.412,tower,2010-10-06 00:00:00,Y,,N,"Environment Canada, University of Colorado, LimnoTech","gov_federal, nonprofit, industry",,,"wind_from_direction,  wind_speed, wind_speed_of_gust , air_temperature, dew_point_temperature, time, Relative_humidity, latitude, longitude, air_pressure, time",,GLOS.xlsx,,,
GLOS,HTLPBLA,,HTLP Blanchard Creek Monitoring Station,,41.05583333333333,-83.68805555555556,fixed,>5 year,Y,,N,Heidelberg University,academic,,,"mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_temperature (1m), sea_water_electrical_conductivity_at_reference_temperature (ref_temp = 25 degrees C), sea_water_turbidity,  nitrate, time, latitude, longitude",,GLOS.xlsx,,,
GLOS,HTLPHON,,HTLP Honey Creek,,41.0373,-83.0766,fixed,>5 year,Y,,N,Heidelberg University,academic,,,"mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_temperature (1m), sea_water_electrical_conductivity_at_reference_temperature (ref_temp = 25 degrees C), sea_water_turbidity,  sea_water_ph_reported_on_total_scale, nitrate, time, latitute, longitude",,GLOS.xlsx,,,
GLOS,HTLPPOR,,HTLP Portage River,,41.44944444444444,-83.36138888888888,fixed,>5 year,Y,,N,Heidelberg University,academic,,,"mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_temperature (1m), sea_water_electrical_conductivity_at_reference_temperature (ref_temp = 25 degrees C), sea_water_turbidity, sea_water_pH_reported_on_total_scale, nitrate,  fluorescent_dissolved_organic_matter, oxidation_reduction_potential, time, latitude, longitude",,GLOS.xlsx,,,
GLOS,HTLPPOT,,Potato Run,,40.86555555555556,-83.49138888888889,fixed,>5 year,Y,,N,Heidelberg University,academic,,,"mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_temperature (1m), sea_water_turbidity, sea_water_electrical_conductivity_at_reference_temperature (ref_temp = 25 degrees C),  sea_water_ph_reported_on_total_scale, latitude, longitude, time",,GLOS.xlsx,,,
GLOS,HTLPROC,,HTLP Rock Creek,,41.11361111111111,-83.16833333333334,fixed,>5 year,Y,,N,Heidelberg University,academic,,,"mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_temperature (1m), sea_water_electrical_conductivity_at_reference_temperature (ref_temp = 25 degrees C), sea_water_turbidity, sea_water_pH_reported_on_total_scale, nitrate, time, latitude, longitude",,GLOS.xlsx,,,
GLOS,HTLPSAN,,HTLP Sandusky River,,41.3078307,-83.1588088,fixed,>5 year,Y,,N,Heidelberg University,academic,,,"mass_concentration_of_oxygen_in_sea_water, fractional_saturation__of_oxygen_in_sea_water, sea_water_temperature (1m), sea_water_electrical_conductivity_at_reference_temperature (ref_temp = 25 degrees C), sea_water_turbidity, chlorophyll_fluorescence, phycocyanin_fluorescence, nitrate, time, latitude, longitude",,GLOS.xlsx,,,
GLOS,HTLPSHAL,,Shallow Run,,40.76138888888889,-83.59527777777777,fixed,>5 year,Y,,N,Heidelberg University,academic,,,"mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_temperature (1m), sea_water_turbidity, sea_water_electrical_conductivity_at_reference_temperature (ref_temp = 25 degrees C),  sea_water_ph_reported_on_total_scale, latitude, longitude, time",,GLOS.xlsx,,,
GLOS,HTLPSTU,,HTLP South Turkeyfoot Creek,,41.35638888888889,-84.05083333333333,fixed,>5 year,Y,,N,Heidelberg University,academic,,,"mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_temperature (1m), sea_water_electrical_conductivity_at_reference_temperature (ref_temp = 25 degrees C), sea_water_turbidity,  nitrate, time, latitude, longitude",,GLOS.xlsx,,,
GLOS,HTLPTIF,,HTLP Tiffin River,,41.504444444444445,-84.42972222222222,fixed,>5 year,Y,,N,Heidelberg University,academic,,,"mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_temperature, sea_water_electrical_conductivity_at_reference_temperature (ref_temp = 25 degrees C), sea_water_turbidity,  nitrate, time, latitude, longitude",,GLOS.xlsx,,,
GLOS,HTLPUTL,,HTLP Unnamed Tributary to Lost Creek,,41.361666666666665,-84.69111111111111,fixed,>5 year,Y,,N,Heidelberg University,academic,,,"mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_temperature, sea_water_electrical_conductivity_at_reference_temperature (ref_temp = 25 degrees C), sea_water_turbidity,  sea_water_ph_reported_on_total_scale, time, latitude, longitude",,GLOS.xlsx,,,
GLOS,HTLPWES,,HTLP West Creek,,41.2685,-84.0211,fixed,>5 year,Y,,N,Heidelberg University,academic,,,"mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_temperature, sea_water_electrical_conductivity_at_reference_temperature (ref_temp = 25 degrees C), sea_water_turbidity,  sea_water_ph_reported_on_total_scale, time, latitude, longitude",,GLOS.xlsx,,,
GLOS,HTLPWOL,,HTLP Wolf Creek,,41.60944444444445,-83.68416666666667,fixed,>5 year,Y,,N,Heidelberg University,academic,,,"mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_temperature, sea_water_electrical_conductivity_at_reference_temperature (ref_temp = 25 degrees C), sea_water_turbidity,  sea_water_ph_reported_on_total_scale, time, latitude, longitude",,GLOS.xlsx,,,
GLOS,JAKI2,JAKI2,63rd St Chicago Met Station,,41.781,-87.573,tower,>5 year,Y,,N,Chicago Park District,gov_municipal,,,"air_pressure, air_temperature,  relative_humidity, surface_downwelling_shortwave_flux_in_air, wind_from_direction, wind_speed_of_gust, wind_speed, latitude, longitude, time, altitude",,GLOS.xlsx,,,
GLOS,LCDUe,,Lake County East WTP Sonde,,41.777,-81.20512,fixed,2022-04-01 00:00:00,Y,,N,Lake County Utilities,gov_municipal,,,"sea_water_temperature, sea_water_electrical_conductivity, mass_concentration_of_oxygen_in_sea_water, sea_water_pH_reported_on_total_scale, sea_water_turbidity, chlorophyll_fluorescence, phycocyanin_fluorescence, latitude, longitude, time, mass_concentration_of_chlrophyll_in_sea_water, phycocyanin_concentration",,GLOS.xlsx,,,
GLOS,LCDUw,,Lake Count West WTP Sonde,,41.6936,-81.4078,fixed,2022-07-01 00:00:00,Y,,N,Lake County Utilities,gov_municipal,,,"sea_water_temperature, sea_water_electrical_conductivity, mass_concentration_of_oxygen_in_sea_water, sea_water_pH_reported_on_total_scale, sea_water_turbidity, chlorophyll_fluorescence, phycocyanin_fluorescence, latitude, longitude, time",,GLOS.xlsx,,,
GLOS,LEASH,,Ashtabula Water Intake (leash),Ashtabula Water Intake (leash),41.67,-83.29,fixed,2015-11-19 00:00:00,Y,,N,Aqua America,industry,,,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_turbidity, sea_water_ph_reported_on_total_scale, chlorophyll_fluorescence, mass_concentration_of_oxygen_in_sea_water,fractional_saturation_of_oxygen_in_sea_water,  phycocyanin_fluorescence, time, latitude, longitude, depth",,GLOS.xlsx,,,obs_17
GLOS,LEAVON,,Avon Lake Pump Station (leavon),Avon Lake Pump Station (leavon),41.52,-81.01,fixed,2015-05-01 00:00:00,Y,,N,Avon Lake Regional Water,gov_municipal,,,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_ph_reported_on_total_scale, chlorophyll_fluorescence, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water,  phycocyanin_fluorescence, time, latitude, longitude, depth",,GLOS.xlsx,,,obs_18
GLOS,LEBIWW,,Sandusky Water Intake,Sandusky Water Intake,41.46297,-82.65015,fixed,2018-04-01 00:00:00,Y,,N,Bowling Green State University,academic,,,"sea_water_temperature,sea_water_ph_reported_on_total_scale, sea_water_turbidity, chlorophyll_fluorescence, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, phycocyanin_fluorescence, time, latitude, longitude, depth, sea_water_electrical_conductivity_at_reference_temperature (ref_temp = 25 degrees C)",,GLOS.xlsx,,,obs_20
GLOS,LEELYRIA,,Elyria Pump Station (leelyria),Elyria Pump Station (leelyria),41.45,-82.22,fixed,2015-05-01 00:00:00,Y,,N,City of Elyria,gov_municipal,,,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_ph_reported_on_total_scale, sea_water_turbidity, chlorophyll_fluorescence,  phycocyanin_fluorescence, time, latitude, longitude, depth",,GLOS.xlsx,,,obs_19
GLOS,LELORAIN,,City of Lorain ,City of Lorain,41.291942,-82.143262,fixed,2018-03-05 00:00:00,Y,,N,"City of Lorain, Ohio",gov_municipal,,,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_ph_reported_on_total_scale, sea_water_turbidity, chlorophyll_fluorescence, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, phycocyanin_fluorescence, time, latitude, longitude, depth, fluorescent_dissolved_organic_matter",,GLOS.xlsx,,,obs_21
GLOS,LEMENTOR,,Mentor Wet Well (lementor),Mentor Wet Well (lementor),41.721,-81.363,fixed,2015-11-19 00:00:00,Y,,N,Aqua America,industry,,,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_turbidity, sea_water_ph_reported_on_total_scale, chlorophyll_fluorescence, mass_concentration_of_oxygen_in_sea_water , fractional_saturation_of_oxygen_in_sea_water,  phycocyanin_fluorescence, time, latitude, longitude, depth, fluorescent_dissolved_organic_matter",,GLOS.xlsx,,,obs_16
GLOS,LEMRBHD,,Marblehead Pump Station (lemrbhd),Marblehead Pump Station (lemrbhd),41.54,-82.73,fixed,2015-05-01 00:00:00,Y,,N,Village of Marblehead,gov_municipal,,,"sea_water_temperature (1m), sea_water_electrical_conductivity, sea_water_ph_reported_on_total_scale, chlorophyll_fluorescence,  phycocyanin_fluorescence, time, latitude, longitude, depth, oxidation_reduction_potential, mass_concentration_of_chlrophyll_in_sea_water",,GLOS.xlsx,,,obs_14
GLOS,LEOC,,Ottawa County Pump Station (leoc),Ottawa County Pump Station (leoc),41.51,-82.94,fixed,2015-05-01 00:00:00,Y,,N,Ottawa County Regional Water Treatment Plant,gov_municipal,,,"sea_water_temperature (1m), sea_water_ph_reported_on_total_scale, chlorophyll_fluorescence, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water,  phycocyanin_fluorescence, time, latitude, longitude, depth, mass_concentration_of_chlrophyll_in_sea_water, phycocyanin_concentration, sea_water_electrical_conductivity_at_reference_temperature (ref_temp = 25 degrees C)",,GLOS.xlsx,,,obs_22
GLOS,LEORGN,,City of Oregon OH Pump Station (leorgn),City of Oregon OH Pump Station (leorgn),41.67,-83.29,fixed,2015-05-01 00:00:00,Y,,N,"City of Oregon, OH",gov_municipal,,,"sea_water_temperature (1m), sea_water_ph_reported_on_total_scale, chlorophyll_fluorescence, sea_water_turbidity, phycocyanin_fluorescence, time, latitude, longitude, depth, fluorescent_dissolved_organic_matter, oxidation_reduction_potential, sea_water_electrical_conductivity_at_reference_temperature (ref_temp = 25 degrees C)",,GLOS.xlsx,,,obs_15
GLOS,LSCDB,,Lake St. Clair Deep Water Buoy,,42.4322183,-82.7699716,moored_buoy,2023-05-01 00:00:00,Y,,Yp,United States Army Corps of Engineers,gov_federal,,,"air_temperature, air_pressure_at_mean_sea_level, sea_surface_temperature, sea_water_temperature (0.5, 1.5, 2.5, 3.5, 4.5m), lwe_precipitation_rate, lwe_thickness_of_precipitation_amount, surface_upwelling_longwave_flux_in_air, surface_downwelling_longwave_flux_in_air, surface_upwelling_shortwave_flux_in_air, surface_downwelling_shortwave_flux_in_air, net_downward_longwave_flux_in_air, net_downward_shortwave_flux_in_air, surface_net_downward_radiative_flux, surface_albedo, wind_speed, dew_point_temperature, wind_speed_of_gust, wind_from_direction, relative_humidity, sea_surface_wave_significant_height, sea_surface_wave_mean_period, sea_surface_wave_from_direction, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_from_direction_at_variance_spectral_density_maximum, latitude, longitude, time, depth",,GLOS.xlsx,,,
GLOS,MBB,,Mikwakwe Bay Buoy,,46.888241,-91.047997,moored_buoy,2021-07-15 00:00:00,Y,,Yf,Unviersity of Wisconsin-Milwaukee,academic,,,"chlorophyll_fluorescence, sea_water_temperature(1m,2m,3m,4m,5m,6m,7m,8m), sea_surface_temperature, battery_voltage, latitude, longitude, phycocyanin_fluorescence, time, depth, air_temperature, sea_water_turbidity, wind_speed",,GLOS.xlsx,,,
GLOS,miniMLO,,mini Muskegon Lake Observatory,,43.2346,-86.26067,fixed,2023-05-01 00:00:00,Y,,N,Grand Valley State University,academic,,,"sea_water_temperature (2m), sea_water_electrical_conductivity_at_reference_temperature (ref_temp = 25 degrees C) (2m), sea_water_ph_reported_on_total_scale (2m), sea_water_turbidity (2m), mass_concentration_of_oxygen_in_sea_water (2m), fractional_saturation_of_oxygen_in_sea_water (2m), mass_concentration_of_chlorophyll_in_sea_water (2m), chlorophyll_fluorescence (2m), phycocyanin_cell_concentration (2m), phycocyanin_fluorescence (2m)",,GLOS.xlsx,,,
GLOS,NCWB,,North Central Winnebago Buoy,,44.07874,-88.43824,,2021-06-22 00:00:00,Y,,N,University of Wisconsin-Milwaukee,academic,,,"air_pressure_at_mean_sea_level, air_tempearture, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, chlorophyll_fluorescence, sea_water_ph_reported_on_total_scale, photosynthetically_active_radiation, sea_water_electrical_conductivity, Sea_water_temperature (0, 1, 2, 3m), wind_from_direction, wind_speed, wind_speed_of_gust, latitude, longitude, time, depth",,GLOS.xlsx,,,
GLOS,NEENAH,,Neenah Panther Buoy,"Neenah is a seasonally deployed moored buoy in Lake Winnebago, Wisconsin, USA. It is positioned near the drinking water intake for the Neenah Water Utility and is equipped to measure water quality including algal blooms, as well as meteorological parameters and temperature throughout the water column. The buoy was built and is operated and maintained by University of Wisconsin-Milwaukee.",44.178406,-88.43585,moored_buoy,2022,Y,,Yf,Unviersity of Wisconsin-Milwaukee,academic,,,"surface_downwelling_photosynthetic_photon_flux_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, chlorophyll_fluorescence, phycocyanin_fluorescence, sea_water_temperature (sfc, 1m, 2m, 3m, 4m), wind_from_direction, wind_speed, air_temperature, air_pressure_at_mean_sea_level, latitude, longitude, time, depth",,GLOS.xlsx,,,
GLOS,NESHOTAH,,Neshotah Park Met Station,,44.15126,-87.55412,tower,2024-06-01 00:00:00,Y,,Yp,NOAA Office of National Marine Sanctuaries,gov_federal,,,"air_temperature, surface_downwelling_shortwave_flux_in_air, lwe_thickness_of_precipitation_amount, wind_speed, wind_from_direction, wind_speed_of_gust, air_pressure, relative_humidity, lighting_strike_count, lightning_strike_distance, wind_gust_from_direction, water_vapor_partial_pressure_in_air, battery_voltage, solar_battery_voltage, cellular_signal_quality, time, latitude, longitude ",,GLOS.xlsx,,,glos
GLOS,NICOLET,,Nicolet Bay Panther Buoy,"NicoletBay is a seasonally deployed moored buoy in Lake Michigan near Nicolet Beach, Wisconsin, USA. It is equipped to measure water quality including algal blooms, as well as meteorological parameters and temperature throughout the water column. The buoy was built and is operated and maintained by University of Wisconsin-Milwaukee.",45.16881,-87.21914,moored_buoy,2022,Y,,Yp,Unviersity of Wisconsin-Milwaukee,academic,,,"photosynthetically_available_radiation, chlorophyll_fluorescence, mass_concentratin_of_blue_green_algae_in_sea_water_rfu, sea_water_temperature (sfc, 1m, 2m, 3m, 4m), wind_from_direction, wind_speed, air_temperature, air_pressure_at_mean_sea_level, latitude, longitude, time, depth",,GLOS.xlsx,,,
GLOS,OKSI2,OKSI2,"Oak St, Chicago Met Station",,41.912,-87.624,tower,<5 year,Y,,N,Chicago Park District,gov_municipal,,,"air_pressure, air_temperature, relative_humidity, surface_downwelling_shortwave_flux_in_air, wind_from_direction, wind_speed_of_gust, wind_speed, latitude, longitude, time, altitude",,GLOS.xlsx,,,
GLOS,OMECP_E1 ,,Lake Erie - Central Basin 1 - OMECP Environmental Sensors,Lake Erie - Central Basin 1 - OMECP Environmental Sensors,42.409,-81.636,moored_buoy,2016-07-12 00:00:00,Y,,N,"Ontario Ministry of the Environment, Conservation and Parks",gov_federal,,,"eastward_sea_water_velocity + northward_sea_water_velocity + upward_sea_water_velocity (sfc, 0.01, 0.1, 1, 2, 3 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17m), sea_water_turbidity (sfc, 7m), mass_concentration_of_chlorophyll_in_sea_water (sfc, 7m), phycocyanin_concentration (sfc, 7m), sea_water_electrical_conductivity (sfc, 7, 13m, 17.5m), sea_water_pressure_due to_sea_water (sfc, 7, 17.5m), upward_sea_water_velocity, sea_water_temperature (sfcm, 7m, 13m, 17.5m), fractional_saturation_of_oxygen_in_sea_water (sfc, 7m, 17.5m), latitude, longitude, depth, time",,GLOS.xlsx,,,obs_93
GLOS,OMECP_O1,,Lake Erie - Central Basin 1 - OMOECP Environmental Sensors,Lake Erie - Central Basin 1 - OMECP Environmental Sensors,43.801,-79.012,moored_buoy,2016-07-12 00:00:00,Y,,N,"Ontario Ministry of the Environment, Conservation and Parks",gov_federal,,,"sea_water_turbidity, sea_water_temperature, sea_water_electrial_conductivity, mass_concentration_of_chlorophyll_in_sea_water, northward_sea_water_velocity, eastward_sea_water_velocity, time, latitude, depth, longitude",,GLOS.xlsx,,,
GLOS,OMECP_O2,,Western Lake Ontario 2 - OMOECP Environmental Sensors,Western Lake Ontario 2 - OMOECC Environmental Sensors,43.57277777777778,-79.513,moored_buoy,2016-07-12 00:00:00,Y,,N,"Ontario Ministry of the Environment, Conservation and Parks",gov_federal,,,"sea_water_turbidity (1, 9.5m), sea_water_temperature (1, 9.5, 14.5, 19.5m), sea_water_electrical_conductivity (1, 9.5, 14.5, 19.5), time, latitude, depth, longitude, eastward_sea_water_velocity + northward_sea_water_velocity + upward_sea_water_velocity (0.01, 0.4, 1, 1.4, 2.4, 3.4, 4.4, 5.4, 6.4, 7.4, 8.4, 9.4, 10.4, 11.4, 12.4, 13.4, 14.4, 15.4, 16.4 m), mass_concentration_of_chlorophyll_in_sea_water (1, 9.5m), phycocyanin_concentration (1, 9.5m), sea_water_pressure (9.5m)",,GLOS.xlsx,,,
